Symbol,Security Name,Sector,Industry,Country,Market Cap
KKR,KKR & Co. Inc. Common Stock,Finance,Investment Managers,United States,91883235136.0
KKRS,KKR Group Finance Co. IX LLC 4.625% Subordinated Notes due 2061,Finance,Investment Managers,United States,14978055019.0
KKRT,KKR & Co. Inc. 6.875% Subordinated Notes due 2065,Finance,Investment Managers,United States,0.0
KLAR,Klarna Group plc Ordinary Shares,Finance,Finance: Consumer Services,,10464707920.0
KLC,KinderCare Learning Companies Inc. Common Stock,Consumer Discretionary,Other Consumer Services,United States,368678308.0
KMI,Kinder Morgan Inc. Common Stock,Utilities,Natural Gas Distribution,United States,71047366369.0
KMPB,Kemper Corporation 5.875% Fixed-Rate Reset Junior Subordinated Debentures due 2062,Finance,Property-Casualty Insurers,United States,1409912301.0
KMPR,Kemper Corporation,Finance,Property-Casualty Insurers,United States,1914670312.0
KMT,Kennametal Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,2927557589.0
KMX,CarMax Inc,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,5894486366.0
KN,Knowles Corporation Common Stock,Consumer Staples,Consumer Electronics/Appliances,United States,2488784928.0
KNF,Knife Riv Holding Co. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States,4816983443.0
KNOP,KNOT Offshore Partners LP Common Units representing Limited Partner Interests,Consumer Discretionary,Marine Transportation,United Kingdom,347259826.0
KNSL,Kinsale Capital Group Inc. Common Stock,Finance,Property-Casualty Insurers,United States,8304647113.0
KNTK,Kinetik Holdings Inc. Class A Common Stock,Utilities,Natural Gas Distribution,United States,7708532084.0
KNX,Knight-Swift Transportation Holdings Inc.,Industrials,Trucking Freight/Courier Services,United States,10450914198.0
KO,Coca-Cola Company (The) Common Stock,Consumer Staples,Beverages (Production/Distribution),United States,325824372789.0
KODK,Eastman Kodak Company Common New,Consumer Discretionary,Industrial Machinery/Components,United States,1254270073.0
KOF,Coca Cola Femsa S.A.B. de C.V.  American Depositary Shares each representing 10 Units (each Unit consists of 3 Series B Shares and 5 Series L Shares),Consumer Staples,Beverages (Production/Distribution),Mexico,21476808194.0
KOP,Koppers Holdings Inc. Common Stock,Basic Materials,Forest Products,United States,724179189.0
KORE,KORE Group Holdings Inc. Common Stock,Telecommunications,Telecommunications Equipment,United States,160920464.0
KOS,Kosmos Energy Ltd. Common Shares (DE),Energy,Oil & Gas Production,Bermuda,1550446694.0
KR,Kroger Company (The) Common Stock,Consumer Staples,Food Chains,United States,41361105255.0
KRC,Kilroy Realty Corporation Common Stock,Real Estate,Real Estate Investment Trusts,United States,3571929261.0
KREF,KKR Real Estate Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,426147513.0
KRG,Kite Realty Group Trust Common Stock,Real Estate,Real Estate Investment Trusts,United States,5273251376.0
KRMN,Karman Holdings Inc. Common Stock,Industrials,Military/Government/Technical,United States,12330246859.0
KRO,Kronos Worldwide Inc Common Stock,Basic Materials,Major Chemicals,United States,745544192.0
KRP,Kimbell Royalty Partners Common Units Representing Limited Partner Interests,Energy,Oil & Gas Production,United States,1561139765.0
KRSP,Rice Acquisition Corporation 3 Class A Ordinary Shares,,,,0.0
KSS,Kohl's Corporation Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,United States,1627670690.0
KT,KT Corporation Common Stock,Telecommunications,Telecommunications Equipment,South Korea,11136232454.0
KTB,Kontoor Brands Inc. Common Stock ,Industrials,Garments and Clothing,United States,4035486188.0
KTF,DWS Municipal Income Trust,Finance,Finance Companies,United States,361954995.0
KTH,Structures Products Cp 8% CorTS Issued by Peco Energy Cap Tr II Preferred Stock,Finance,Finance: Consumer Services,United States,0.0
KTN,Structured Products Corp 8.205% CorTS 8.205% Corporate Backed Trust Securities (CorTS),Finance,Finance: Consumer Services,United States,0.0
KVUE,Kenvue Inc. Common Stock,Consumer Discretionary,Specialty Chemicals,United States,33531338302.0
KVYO,Klaviyo Inc. Series A Common Stock,Technology,Computer Software: Prepackaged Software,United States,5705371601.0
KW,Kennedy-Wilson Holdings Inc. Common Stock,Finance,Real Estate,United States,1509263203.0
KWR,Quaker Houghton Common Stock,Industrials,Major Chemicals,United States,2298977912.0
KYN,Kayne Anderson Energy Infrastructure Fund Inc.,Finance,Finance/Investors Services,United States,1843901574.0
L,Loews Corporation Common Stock,Finance,Property-Casualty Insurers,United States,22706465474.0
LAC,Lithium Americas Corp. Common Shares,Basic Materials,Metal Mining,Canada,1481924500.0
LAD,Lithia Motors Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,6473681325.0
LADR,Ladder Capital Corp Class A Common Stock,Real Estate,Real Estate Investment Trusts,United States,1310505658.0
LANV,Lanvin Group Holdings Limited Ordinary Shares,Consumer Discretionary,Apparel,Cayman Islands,209663706.0
LAR,Lithium Argentina AG Common Shares,Basic Materials,Metal Mining,Canada,1453725000.0
LAW,CS Disco Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,268610009.0
LAZ,Lazard Inc. Common Stock,Finance,Investment Managers,Bermuda,5545098210.0
LB,LandBridge Company LLC Class A Shares Representing Limited Liability Company Interests,Energy,Oil & Gas Production,,5302189330.0
LBRT,Liberty Energy Inc. Class A common stock,Energy,Oilfield Services/Equipment,United States,4532581182.0
LC,LendingClub Corporation Common Stock,Finance,Finance: Consumer Services,United States,1911997927.0
LCII,LCI Industries,Consumer Discretionary,Auto Parts:O.E.M.,United States,2943035768.0
LDI,loanDepot Inc. Class A Common Stock,Finance,Finance: Consumer Services,United States,367258215.0
LDOS,Leidos Holdings Inc. Common Stock,Technology,EDP Services,United States,20061607599.0
LDP,Cohen & Steers Limited Duration Preferred and Income Fund Inc.,Finance,Finance Companies,United States,0.0
LEA,Lear Corporation Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,6052452948.0
LEG,Leggett & Platt Incorporated Common Stock,Consumer Discretionary,Home Furnishings,United States,1557412241.0
LEN,Lennar Corporation Class A Common Stock,Consumer Discretionary,Homebuilding,United States,22048623458.0
LEO,BNY Mellon Strategic Municipals Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,397727103.0
LEU,Centrus Energy Corp. Class A Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States,4023134615.0
LEVI,Levi Strauss & Co Class A Common Stock,Consumer Discretionary,Apparel,United States,8636108816.0
LFT,Lument Finance Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,67595052.0
LGI,Lazard Global Total Return and Income Fund Common Stock,,,United States,0.0
LH,Labcorp Holdings Inc. Common Stock,Health Care,Medical Specialities,United States,22120643431.0
LHX,L3Harris Technologies Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,66592907285.0
LII,Lennox International Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,16839372205.0
LION,Lionsgate Studios Corp Common Shares,Consumer Discretionary,Movies/Entertainment,Canada,3180452172.0
LITB,LightInTheBox Holding Co. Ltd. American Depositary Shares each representing twelve ordinary shares,Consumer Discretionary,Catalog/Specialty Distribution,China,44858663.0
LLY,Eli Lilly and Company Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,United States,862567673315.0
LMND,Lemonade Inc. Common Stock,Finance,Property-Casualty Insurers,United States,5099358321.0
LMT,Lockheed Martin Corporation Common Stock,Industrials,Military/Government/Technical,United States,140432091603.0
LNC,Lincoln National Corporation Common Stock,Finance,Life Insurance,United States,6857511396.0
LND,Brasilagro Brazilian Agric Real Estate Co Sponsored ADR (Brazil),Consumer Staples,Farming/Seeds/Milling,Brazil,425622875.0
LNG,Cheniere Energy Inc. Common Stock,Utilities,Oil/Gas Transmission,United States,55664216245.0
LNN,Lindsay Corporation Common Stock,Industrials,Industrial Machinery/Components,United States,1115557738.0
LOAR,Loar Holdings Inc. Common Stock,Industrials,Military/Government/Technical,United States,6058439518.0
LOB,Live Oak Bancshares Inc. Common Stock,Finance,Major Banks,United States,1687987221.0
LOCL,Local Bounti Corporation Common Stock,Consumer Staples,Farming/Seeds/Milling,,32306839.0
LOMA,Loma Negra Compania Industrial Argentina Sociedad Anonima ADS,Industrials,Building Materials,Argentina,1348791319.0
LOW,Lowe's Companies Inc. Common Stock,Consumer Discretionary,RETAIL: Building Materials,United States,136921506805.0
LPG,Dorian LPG Ltd. Common Stock,Consumer Discretionary,Marine Transportation,United States,1518270539.0
LPL,LG Display Co Ltd AMERICAN DEPOSITORY SHARES,Technology,Industrial Machinery/Components,South Korea,4830000000.0
LPX,Louisiana-Pacific Corporation Common Stock,Basic Materials,Forest Products,United States,5185897428.0
LRN,Stride Inc. Common Stock,Real Estate,Other Consumer Services,United States,4070888625.0
LSPD,Lightspeed Commerce Inc. Subordinate Voting Shares,Technology,Computer Software: Prepackaged Software,Canada,1309850958.0
LTC,LTC Properties Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,1960985619.0
LTH,Life Time Group Holdings Inc. Common Stock,Consumer Discretionary,Hotels/Resorts,United States,6200039270.0
LTM,LATAM Airlines Group S.A. American Depositary Shares (each representing two thousand (2000) shares of Common Stock),Consumer Discretionary,Air Freight/Delivery Services,Chile,15321517993.0
LU,Lufax Holding Ltd American Depositary Shares each representing two (2) Ordinary Shares,Finance,Finance: Consumer Services,China,1763711895.0
LUCK,Lucky Strike Entertainment Corporation Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,1200783659.0
LUMN,Lumen Technologies Inc. Common Stock,Telecommunications,Telecommunications Equipment,United States,8874815925.0
LUV,Southwest Airlines Company Common Stock,Consumer Discretionary,Air Freight/Delivery Services,United States,20367366648.0
LUXE,LuxExperience B.V. American Depositary Shares each representing one Ordinary Share,Consumer Discretionary,Catalog/Specialty Distribution,,1232823274.0
LVS,Las Vegas Sands Corp. Common Stock,Consumer Discretionary,Hotels/Resorts,United States,37501065104.0
LVWR,LiveWire Group Inc. Common Stock,Consumer Discretionary,Motor Vehicles,United States,374714149.0
LW,Lamb Weston Holdings Inc. Common Stock ,Consumer Staples,Packaged Foods,United States,6094533524.0
LXP,LXP Industrial Trust Common Stock (Maryland REIT),Real Estate,Real Estate Investment Trusts,United States,2931368044.0
LXU,LSB Industries Inc. Common Stock,Basic Materials,Major Chemicals,United States,1055430109.0
LYB,LyondellBasell Industries NV Ordinary Shares Class A (Netherlands),Industrials,Major Chemicals,Netherlands,23823601000.0
LYG,Lloyds Banking Group Plc American Depositary Shares,Finance,Commercial Banks,United Kingdom,84033666791.0
LYV,Live Nation Entertainment Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,37106921743.0
LZB,La-Z-Boy Incorporated Common Stock,Consumer Discretionary,Home Furnishings,United States,1406547913.0
LZM,Lifezone Metals Limited Ordinary Shares,Basic Materials,Metal Mining,Isle of Man,353234570.0
M,Macy's Inc Common Stock,Consumer Discretionary,Department/Specialty Retail Stores,United States,5111697851.0
MA,Mastercard Incorporated Common Stock,Real Estate,Real Estate,United States,464018863536.0
MAA,Mid-America Apartment Communities Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,14516694544.0
MAC,Macerich Company (The) Common Stock,Real Estate,Real Estate Investment Trusts,United States,5574888625.0
MAGN,Magnera Corporation Common Stock,Basic Materials,Paper,United States,380540000.0
MAIN,Main Street Capital Corporation Common Stock,Finance,Finance/Investors Services,United States,5074704082.0
MAN,ManpowerGroup Common Stock,Consumer Discretionary,Professional Services,United States,1506264530.0
MANE,Veradermics Incorporated Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations,,2936440406.0
MANU,Manchester United Ltd. Class A Ordinary Shares,Consumer Discretionary,Services-Misc. Amusement & Recreation,United Kingdom,3072682267.0
MAS,Masco Corporation Common Stock,Industrials,Industrial Specialties,United States,13065598655.0
MATV,Mativ Holdings Inc. Common Stock,Basic Materials,Paper,United States,511926445.0
MATX,Matson Inc. Common Stock,Consumer Discretionary,Marine Transportation,United States,5196599003.0
MAX,MediaAlpha Inc. Class A Common Stock,Real Estate,Real Estate,United States,633309423.0
MBC,MasterBrand Inc. Common Stock,Consumer Discretionary,Home Furnishings,United States,1096183678.0
MBI,MBIA Inc. Common Stock,Finance,Property-Casualty Insurers,United States,302545115.0
MC,Moelis & Company Class A Common Stock,Finance,Investment Managers,United States,5185075627.0
MCB,Metropolitan Bank Holding Corp. Common Stock,Finance,Major Banks,United States,1093109032.0
MCD,McDonald's Corporation Common Stock,Consumer Discretionary,Restaurants,United States,217939751665.0
MCI,Barings Corporate Investors Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,366331880.0
MCK,McKesson Corporation Common Stock,Health Care,Other Pharmaceuticals,United States,105962060874.0
MCN,XAI Madison Equity Premium Income Fund Common Shares,,,United States,0.0
MCO,Moody's Corporation Common Stock,Finance,Finance: Consumer Services,United States,80087503440.0
MCR,MFS Charter Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,268011034.0
MCS,Marcus Corporation (The) Common Stock,Consumer Discretionary,Movies/Entertainment,United States,580952188.0
MCY,Mercury General Corporation Common Stock,Finance,Property-Casualty Insurers,United States,5178559681.0
MD,Pediatrix Medical Group Inc. Common Stock,Health Care,Hospital/Nursing Management,United States,1847523593.0
MDA,MDA Space Ltd. Common Shares,Consumer Discretionary,Electronic Components,,4823960352.0
MDT,Medtronic plc. Ordinary Shares,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,United States,110651625622.0
MDU,MDU Resources Group Inc. Common Stock (Holding Company),Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States,4489203106.0
MDV,Modiv Industrial Inc. Class C Common Stock,Real Estate,Real Estate Investment Trusts,United States,160829096.0
MEC,Mayville Engineering Company Inc. Common Stock,Industrials,Industrial Specialties,United States,410126298.0
MED,MEDIFAST INC Common Stock,Consumer Staples,Packaged Foods,United States,119252601.0
MEG,Montrose Environmental Group Inc. Common Stock,Consumer Discretionary,Professional Services,United States,774395011.0
MEGI,NYLI CBRE Global Infrastructure Megatrends Term Fund Common Shares,Finance,Investment Managers,United States,0.0
MEI,Methode Electronics Inc. Common Stock,Technology,Electrical Products,United States,251733141.0
MET,MetLife Inc. Common Stock,Finance,Life Insurance,United States,50615681426.0
MFA,MFA Financial Inc.,Real Estate,Real Estate Investment Trusts,United States,1030127068.0
MFAN,MFA Financial Inc. 8.875% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts,United States,2606758344.0
MFAO,MFA Financial Inc. 9.000% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts,United States,2621131962.0
MFC,Manulife Financial Corporation Common Stock,Finance,Life Insurance,Canada,65191769512.0
MFG,Mizuho Financial Group Inc. Sponosred ADR (Japan),Finance,Major Banks,Japan,108743437913.0
MFM,MFS Municipal Income Trust Common Stock,Finance,Finance Companies,United States,223442898.0
MG,Mistras Group Inc Common Stock,Consumer Discretionary,Military/Government/Technical,United States,542653777.0
MGA,Magna International Inc. Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,Canada,16059185435.0
MGF,MFS Government Markets Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,95021401.0
MGM,MGM Resorts International Common Stock,Consumer Discretionary,Hotels/Resorts,United States,9848816561.0
MGR,Affiliated Managers Group Inc. 5.875% Junior Subordinated Notes due 2059,Finance,Investment Managers,United States,585285657.0
MGRB,Affiliated Managers Group Inc. 4.750% Junior Subordinated Notes due 2060,Finance,Investment Managers,United States,481016227.0
MGRD,Affiliated Managers Group Inc. 4.200% Junior Subordinated Notes due 2061,Finance,Investment Managers,United States,433568081.0
MGRE,Affiliated Managers Group Inc. 6.750% Junior Subordinated Notes due 2064,Finance,Investment Managers,United States,680187629.0
MGY,Magnolia Oil & Gas Corporation Class A Common Stock,Energy,Oil & Gas Production,United States,5461995829.0
MH,McGraw Hill Inc. Common Stock,Consumer Discretionary,Publishing,,2714131585.0
MHD,Blackrock MuniHoldings Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,United States,1753165721.0
MHF,Western Asset Municipal High Income Fund Inc. Common Stock,Finance,Finance/Investors Services,United States,0.0
MHK,Mohawk Industries Inc. Common Stock,Consumer Discretionary,Home Furnishings,United States,6387996229.0
MHLA,Maiden Holdings Ltd. 6.625% Notes due 2046,Finance,Property-Casualty Insurers,Bermuda,91819444.0
MHNC,Maiden Holdings North America Ltd. 7.75% Notes due 2043,Finance,Property-Casualty Insurers,Bermuda,99542806.0
MHO,M/I Homes Inc. Common Stock,Consumer Discretionary,Homebuilding,United States,3096403189.0
MIAX,Miami International Holdings Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,United States,4061993682.0
MICC,The Magnum Ice Cream Company N.V. Ordinary Shares,Consumer Staples,Specialty Foods,,8700210891.0
MIN,MFS Intermediate Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,285520961.0
MIR,Mirion Technologies Inc. Class A Common Stock,Industrials,Industrial Machinery/Components,United States,4952627925.0
MITN,TPG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts,United States,751186302.0
MITP,TPG Mortgage Investment Trust Inc. 9.500% Senior Notes due 2029,Real Estate,Real Estate Investment Trusts,United States,752071092.0
MITT,TPG Mortgage Investment Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts,United States,249282015.0
MIY,Blackrock MuniYield Michigan Quality Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,United States,1794075400.0
MKC,McCormick & Company Incorporated Common Stock,Consumer Staples,Packaged Foods,United States,14413063766.0
MKL,Markel Group Inc. Common Stock,Finance,Property-Casualty Insurers,United States,24894015463.0
MLI,Mueller Industries Inc. Common Stock,Industrials,Metal Fabrications,United States,13318332731.0
MLM,Martin Marietta Materials Inc. Common Stock,Industrials,Mining & Quarrying of Nonmetallic Minerals (No Fuels),United States,37045468015.0
MLP,Maui Land & Pineapple Company Inc. Common Stock,Finance,Real Estate,United States,320681964.0
MLR,Miller Industries Inc. Common Stock,Consumer Discretionary,Construction/Ag Equipment/Trucks,United States,533106702.0
MMD,NYLI MacKay DefinedTerm Muni Opportunities Fund Common Shares,Finance,Investment Managers,United States,0.0
MMI,Marcus & Millichap Inc. Common Stock,Finance,Real Estate,United States,1036998770.0
MMM,3M Company Common Stock,Health Care,Medical/Dental Instruments,United States,79385935190.0
MMS,Maximus Inc. Common Stock,Real Estate,Real Estate,United States,3822764206.0
MMT,MFS Multimarket Income Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,273922203.0
MMU,Western Asset Managed Municipals Fund Inc. Common Stock,Finance,Investment Managers,United States,0.0
MNR,Mach Natural Resources LP Common Units representing Limited Partner Interests,Energy,Oil & Gas Production,United States,2143948224.0
MNSO,MINISO Group Holding Limited American Depositary Shares each representing four Ordinary Shares,Consumer Discretionary,Department/Specialty Retail Stores,China,5002612008.0
MNTN,MNTN Inc. Class A Common Stock,Consumer Discretionary,Advertising,United States,720258923.0
MO,Altria Group Inc.,Health Care, Medicinal Chemicals and Botanical Products ,United States,108732317847.0
MOD,Modine Manufacturing Company Common Stock,Consumer Discretionary,Auto Parts:O.E.M.,United States,12535260151.0
MOGU,MOGU Inc. American Depositary Shares (each  representing 25 Class A Ordinary Shares),Real Estate,Real Estate,,19020063.0
MOH,Molina Healthcare Inc Common Stock,Health Care,Medical Specialities,United States,7689684196.0
MOS,Mosaic Company (The) Common Stock,Industrials,Agricultural Chemicals,United States,7683627244.0
MOV,Movado Group Inc. Common Stock,Consumer Discretionary,Consumer Specialties,United States,598313475.0
MP,MP Materials Corp. Common Stock,Basic Materials,Metal Mining,United States,10674438063.0
MPA,Blackrock MuniYield Pennsylvania Quality Fund Common Stock,Finance,Finance Companies,United States,0.0
MPC,Marathon Petroleum Corporation Common Stock,Energy,Integrated oil Companies,United States,67741948736.0
MPLX,MPLX LP Common Units Representing Limited Partner Interests,Energy,Natural Gas Distribution,United States,56374296834.0
MPT,Medical Properties Trust Inc. common stock,Real Estate,Real Estate Investment Trusts,United States,3098386450.0
MPV,Barings Participation Investors Common Stock,Finance,Finance Companies,United States,187650090.0
MPX,Marine Products Corporation Common Stock,Industrials,Marine Transportation,United States,267491516.0
MQY,Blackrock MuniYield Quality Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,United States,1715975103.0
MRK,Merck & Company Inc. Common Stock (new),Health Care,Biotechnology: Pharmaceutical Preparations,United States,290548951585.0
MRP,Millrose Properties Inc. Class A Common Stock,Finance,Real Estate,United States,5106267568.0
MRSH,Marsh Common Stock,Finance,Specialty Insurers,United States,87273698486.0
MS,Morgan Stanley Common Stock,Finance,Investment Bankers/Brokers/Service,United States,300099775693.0
MSA,MSA Safety Incorporated Common Stock,Health Care,Industrial Specialties,United States,6498061786.0
MSB,Mesabi Trust Common Stock,Industrials,Precious Metals,United States,415773117.0
MSC,Studio City International Holdings Limited American depositary shares each representing four  Class A ordinary shares,Consumer Discretionary,Hotels/Resorts,,587897961.0
MSCI,MSCI Inc. Common Stock,Real Estate,Real Estate,United States,41304141965.0
MSD,Morgan Stanley Emerging Markets Debt Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
MSDL,Morgan Stanley Direct Lending Fund Common Stock,,,United States,0.0
MSGE,Madison Square Garden Entertainment Corp. Class A Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,2886968156.0
MSGS,Madison Square Garden Sports Corp. Class A Common Stock (New),Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,8003534609.0
MSI,Motorola Solutions Inc. Common Stock,Technology,Radio And Television Broadcasting And Communications Equipment,United States,73406317852.0
MSIF,MSC Income Fund Inc. Common Stock,Finance,Finance/Investors Services,,592821024.0
MSM,MSC Industrial Direct Company Inc. Common Stock,Industrials,Industrial Machinery/Components,United States,5327709956.0
MT,Arcelor Mittal NY Registry Shares NEW,Industrials,Steel/Iron Ore,Luxembourg,46211754101.0
MTAL,Metals Acquisition Corp. II Class A Ordinary Shares,Basic Materials,Metal Mining,,825444960.0
MTB,M&T Bank Corporation Common Stock,Finance,Major Banks,United States,32437354860.0
MTD,Mettler-Toledo International Inc. Common Stock,Industrials,Biotechnology: Laboratory Analytical Instruments,Switzerland,26362541085.0
MTDR,Matador Resources Company Common Stock,Energy,Oil & Gas Production,United States,7253711556.0
MTG,MGIC Investment Corporation Common Stock,Finance,Property-Casualty Insurers,United States,5919815534.0
MTH,Meritage Homes Corporation Common Stock,Consumer Discretionary,Homebuilding,United States,4374612366.0
MTN,Vail Resorts Inc. Common Stock,Consumer Discretionary,Services-Misc. Amusement & Recreation,United States,4615905427.0
MTR,Mesa Royalty Trust Common Stock,Energy,Oil & Gas Production,United States,8870875.0
MTRN,Materion Corporation,Industrials,Industrial Specialties,United States,3409963338.0
MTUS,Metallus Inc. Common Shares,Industrials,Steel/Iron Ore,United States,745722623.0
MTW,Manitowoc Company Inc. (The) Common Stock,Industrials,Construction/Ag Equipment/Trucks,United States,465550435.0
MTX,Minerals Technologies Inc. Common Stock,Basic Materials,Major Chemicals,United States,2213502135.0
MTZ,MasTec Inc. Common Stock,Industrials,Water Sewer Pipeline Comm & Power Line Construction,United States,28384906153.0
MUA,Blackrock MuniAssets Fund Inc Common Stock,Finance,Investment Bankers/Brokers/Service,United States,1594733689.0
MUC,Blackrock MuniHoldings California Quality Fund Inc.  Common Stock,Finance,Investment Bankers/Brokers/Service,United States,1590345196.0
MUFG,Mitsubishi UFJ Financial Group Inc. Common Stock,Finance,Commercial Banks,Japan,218599674833.0
MUJ,Blackrock MuniHoldings New Jersey Quality Fund Inc. Common Stock,Finance,Investment Bankers/Brokers/Service,United States,1785149652.0
MUR,Murphy Oil Corporation Common Stock,Energy,Oil & Gas Production,United States,5536127296.0
MUSA,Murphy USA Inc. Common Stock,Consumer Discretionary,Retail-Auto Dealers and Gas Stations,United States,9473284430.0
MUX,McEwen Inc. Common Stock,Basic Materials,Precious Metals,Canada,1463133383.0
MVO,MV Oil Trust Units of Beneficial Interests,Energy,Oil & Gas Production,United States,31107500.0
MWA,MUELLER WATER PRODUCTS Common Stock,Industrials,Metal Fabrications,United States,4569578992.0
MX,Magnachip Semiconductor Corporation Common Stock,Technology,Semiconductors,Luxembourg,115153099.0
MXE,Mexico Equity and Income Fund Inc. (The) Common Stock,Finance,Finance Companies,United States,0.0
MXF,Mexico Fund Inc. (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
MYE,Myers Industries Inc. Common Stock,Industrials,Plastic Products,United States,807722709.0
MYI,Blackrock MuniYield Quality Fund III Inc Common Stock,Finance,Investment Bankers/Brokers/Service,United States,1643825305.0
MYN,Blackrock MuniYield New York Quality Fund Inc.Common Stock,Finance,Finance Companies,United States,0.0
NABL,N-able Inc. Common Stock,Technology,Computer Software: Prepackaged Software,United States,943775233.0
NAC,Nuveen California Quality Municipal Income Fund,Finance,Investment Managers,United States,0.0
NAD,Nuveen Quality Municipal Income Fund Common Stock,Finance,Investment Managers,United States,0.0
NAN,Nuveen New York Quality Municipal Income Fund Common Stock,Finance,Investment Managers,United States,3437330646.0
NAT,Nordic American Tankers Limited Common Stock,Consumer Discretionary,Marine Transportation,Bermuda,1232388859.0
NATL,NCR Atleos Corporation Common Stock,Miscellaneous,Office Equipment/Supplies/Services,United States,3329887675.0
NAZ,Nuveen Arizona Quality Municipal Income Fund Common Stock,Finance,Finance/Investors Services,United States,0.0
NBB,Nuveen Taxable Municipal Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,United States,0.0
NBHC,National Bank Holdings Corporation Common Stock,Finance,Major Banks,United States,1856972212.0
NBR,Nabors Industries Ltd.,Energy,Oil & Gas Production,Bermuda,1206135889.0
NBXG,Neuberger Next Generation Connectivity Fund Inc. Common Stock,Finance,Trusts Except Educational Religious and Charitable,United States,0.0
NC,NACCO Industries Inc. Common Stock,Energy,Coal Mining,United States,367687650.0
NCA,Nuveen California Municipal Value Fund,Finance,Investment Managers,United States,0.0
NCDL,Nuveen Churchill Direct Lending Corp. Common Stock,,,United States,715124701.0
NCLH,Norwegian Cruise Line Holdings Ltd. Ordinary Shares,Consumer Discretionary,Marine Transportation,United States,9600624384.0
NCV,Virtus Convertible & Income Fund Common Shares of Beneficial Interest,Finance,Finance Companies,United States,1471733571.0
NCZ,Virtus Convertible & Income Fund II Common Shares of Beneficial Interest,Finance,Finance Companies,United States,1118140353.0
NDMO,Nuveen Dynamic Municipal Opportunities Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable,,613086563.0
NE,Noble Corporation plc A Ordinary Shares,Energy,Oil & Gas Production,United States,7731224190.0
NEA,Nuveen AMT-Free Quality Municipal Income Fund Common Shares of Beneficial Interest Par Value $.01,Finance,Finance/Investors Services,United States,0.0
NEE,NextEra Energy Inc. Common Stock,Technology,EDP Services,United States,189908531005.0
NEM,Newmont Corporation,Basic Materials,Precious Metals,United States,123198771470.0
NET,Cloudflare Inc. Class A Common Stock,Technology,Computer Software: Prepackaged Software,United States,68268338699.0
NEU,NewMarket Corp Common Stock,Industrials,Major Chemicals,United States,6107515523.0
NEXA,Nexa Resources S.A. Common Shares,Basic Materials,Metal Mining,Luxembourg,2005120571.0
NFG,National Fuel Gas Company Common Stock,Utilities,Oil/Gas Transmission,United States,8566156901.0
NFJ,Virtus Dividend Interest & Premium Strategy Fund Common Shares of Beneficial Interest,Finance,Finance: Consumer Services,United States,0.0
NGG,National Grid Transco PLC National Grid PLC (NEW) American Depositary Shares,Utilities,Natural Gas Distribution,United Kingdom,87809421375.0
NGL,NGL ENERGY PARTNERS LP Common Units representing Limited Partner Interests,Utilities,Natural Gas Distribution,United States,1643015615.0
